Document_ID,Risk_Score,Top_Topic,Text
951,1.9324,7,"Is that what time you want me to come?"
1050,1.9324,7,"I walked an hour 2 c u! doesnt that show I care y wont u believe im serious?"
1266,1.9324,7,"I will see in half an hour"
1901,1.9324,19,"I love working from home :)"
2150,1.9324,8,"I will once i get home"
2167,1.9324,19,"I'm not coming home 4 dinner."
2531,1.9324,7,"Can you just come in for a sec? There's somebody here I want you to see"
2625,1.9324,19,"I'm coming home 4 dinner."
2922,1.9324,7,"Thanx 4 the time weve spent 2geva, its bin mint! Ur my Baby and all I want is u!xxxx"
3005,1.9324,7,"I will see in half an hour"
3043,1.9324,7,"Aight what time you want me to come up?"
3117,1.9324,7,"I wait 4 ü inside da car park..."
3263,1.9324,19,"Yup i'm still having coffee wif my frens... My fren drove she'll give me a lift..."
4792,1.9324,19,"Yup. Izzit still raining heavily cos i'm in e mrt i can't c outside."
4965,1.9324,7,"I want to see your pretty pussy..."
5114,1.9324,7,"U definitely need a module from e humanities dis sem izzit? U wan 2 take other modules 1st?"
5253,1.9324,7,"You do your studies alone without anyones help. If you cant no need to study."
5260,1.9324,7,"Can help u swoop by picking u up from wherever ur other birds r meeting if u want."
5290,1.9324,19,"Hey! Congrats 2u2. id luv 2 but ive had 2 go home!"
5298,1.9324,7,"My darling sister. How are you doing. When's school resuming. Is there a minimum wait period before you reapply? Do take care"
5440,1.9324,19,"Hey i've booked the 2 lessons on sun liao..."
1132,1.9322,17,"Howz pain?hope u r fine.."
4352,1.9322,17,"Yes. Rent is very expensive so its the way we save."
4701,1.9322,17,"Yes fine"
4855,1.9322,17,"I'm fine. Hope you are also"
3207,1.9322,17,"Oh, yes, I've just been a little under the weather so i've kind of been coccooning at home"
3685,1.9322,17,"When did i use soc... I use it only at home... Ü dunno how 2 type it in word ar..."
4368,1.9322,17,"Mm yes dear look how i am hugging you both. :-P"
38,1.9321,7,"I see the letter B on my car"
222,1.9321,7,"Ok no prob. Take ur time."
406,1.9321,14,"Yep, the great loxahatchee xmas tree burning of  &lt;#&gt;  starts in an hour"
1490,1.9321,20,"Tell them no need to investigate about me anywhere."
1527,1.9321,2,"Pls pls find out from aunt nike."
2238,1.9321,4,"Pls tell nelson that the bb's are no longer comin. The money i was expecting aint coming"
2342,1.9321,7,"I will take care of financial problem.i will help:)"
2648,1.9321,7,"Em, its olowoyey@ usc.edu have a great time in argentina. Not sad about secretary, everything is a blessing"
2752,1.9321,20,"Ok but tell me half an hr b4 u come i need 2 prepare."
2954,1.9321,4,"Tell me whos this pls:-)"
3235,1.9321,7,"Height of recycling: Read twice- People spend time for earning money and the same money is spent for spending time!;-) Good morning.. keep smiling:-)"
3270,1.9321,4,"Which is why i never wanted to tell you any of this. Which is why i'm so short with you and on-edge as of late."
3774,1.9321,7,"Does uncle timi help in clearing cars"
3815,1.9321,7,"Pls i wont belive god.not only jesus."
3904,1.9321,7,"Right on brah, see you later"
3981,1.9321,20,"CERI U REBEL! SWEET DREAMZ ME LITTLE BUDDY!! C YA 2MORO! WHO NEEDS BLOKES"
4176,1.9321,2,"And pls pls drink plenty plenty water"
4502,1.9321,7,"Nvm take ur time."
5220,1.9321,4,"Pls she needs to dat slowly or she will vomit more."
256,1.9320,10,"I'm back, lemme know when you're ready"
2663,1.9320,10,"Do you know when dad will be back?"
2858,1.9320,10,"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ..."
3020,1.9320,10,"I didn't get the second half of that message"
3870,1.9320,10,"not that I know of, most people up here are still out of town"
3878,1.9320,10,"did u get that message"
4891,1.9320,10,"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ..."
5068,1.9320,10,"I calls you later. Afternoon onwords mtnl service get problem in south mumbai. I can hear you but you cann't listen me."
5363,1.9320,10,"I'm in inside office..still filling forms.don know when they leave me."
423,1.9318,10,"Someone has contacted our dating service and entered your phone because they fancy you! To find out who it is call from a landline 09111032124 . PoBox12n146tf150p"
1426,1.9318,10,"Yes.. now only saw your message.."
1746,1.9318,10,"Someone has conacted our dating service and entered your phone because they fancy you!To find out who it is call from landline 09111030116. PoBox12n146tf15"
2138,1.9318,10,"Well done and ! luv ya all"
2186,1.9318,10,"I know a few people I can hit up and fuck to the yes"
2387,1.9318,10,"Someone has contacted our dating service and entered your phone becausethey fancy you! To find out who it is call from a landline 09058098002. PoBox1, W14RG 150p"
2690,1.9318,10,"Yes I know the cheesy songs from frosty the snowman :)"
3446,1.9318,10,"Yes but I don't care cause I know its there!"
3995,1.9318,10,"Nimbomsons. Yep phone knows that one. Obviously, cos thats a real word"
4168,1.9318,10,"Well if I'm that desperate I'll just call armand again"
4360,1.9318,10,"Our dating service has been asked 2 contact U by someone shy! CALL 09058091870 NOW all will be revealed. POBox84, M26 3UZ 150p"
4575,1.9318,10,"URGENT! This is the 2nd attempt to contact U!U have WON £1000CALL 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. max£7. 50"
4873,1.9318,10,"Well. You know what i mean. Texting"
5055,1.9318,10,"Lmao you know me so well..."
56,1.9258,10,"Do you know what Mallika Sherawat did yesterday? Find out now @  &lt;URL&gt;"
58,1.9258,10,"Sorry, I'll call later in meeting."
73,1.9258,4,"HI BABE IM AT HOME NOW WANNA DO SOMETHING? XX"
75,1.9258,10,"U can call me now..."
81,1.9258,10,"Sorry, I'll call later"
82,1.9258,10,"K. Did you call me just now ah?"
116,1.9258,4,"Wa, ur openin sentence very formal... Anyway, i'm fine too, juz tt i'm eatin too much n puttin on weight...Haha... So anythin special happened?"
132,1.9258,4,"I'm home."
169,1.9258,4,"Hi frnd, which is best way to avoid missunderstding wit our beloved one's?"
206,1.9258,10,"U call me alter at 11 ok."
215,1.9258,4,"Yup... How ü noe leh..."
224,1.9258,10,"Sorry, I'll call later"
243,1.9258,10,"PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx"
248,1.9258,10,"I asked you to call him now ok"
262,1.9258,4,"Yup"
281,1.9258,10,"All done? All handed in? Celebrations in full swing yet?"
340,1.9258,10,"Sorry, I'll call later"
415,1.9258,4,"Bring home some Wendy =D"
445,1.9258,10,"Sorry, I'll call later"
465,1.9258,10,"Sorry, I'll call later ok bye"
466,1.9258,4,"Ok i am on the way to railway"
480,1.9258,10,"K, can I pick up another 8th when you're done?"
494,1.9258,10,"Sorry,in meeting I'll call later"
521,1.9258,10,"Usually the person is unconscious that's in children but in adults they may just behave abnormally. I.ll call you now"
541,1.9258,10,"I am in tirupur da, once you started from office call me."
556,1.9258,4,"I‘ll have a look at the frying pan in case it‘s cheap or a book perhaps. No that‘s silly a frying pan isn‘t likely to be a book"
573,1.9258,10,"Do you know where my lab goggles went"
575,1.9258,10,"Waiting for your call."
591,1.9258,10,"I'm in a meeting, call me later at"
661,1.9258,10,"88800 and 89034 are premium phone services call 08718711108"
703,1.9258,10,"Sorry, I'll call later"
723,1.9258,4,"S'fine. Anytime. All the best with it."
769,1.9258,10,"Sorry, I'll call later"
886,1.9258,10,"Yoyyooo u know how to change permissions for a drive in mac. My usb flash drive"
924,1.9258,4,"It shall be fine. I have avalarr now. Will hollalater"
988,1.9258,10,"I'm in office now . I will call you  &lt;#&gt;  min:)"
1031,1.9258,4,"Its good, we'll find a way"
1033,1.9258,4,"Yup bathe liao..."
1066,1.9258,4,"That's fine, I'll bitch at you about it later then"
1096,1.9258,4,"Now only i reached home. . . I am very tired now. . I will come tomorro"
1133,1.9258,10,"Sorry, I'll call later"
1153,1.9258,10,"Sorry, I'll call later"
1192,1.9258,10,"We're done..."
1194,1.9258,10,"I was up all night too worrying about this appt. It's a shame we missed a girls night out with quizzes popcorn and you doing my hair."
1203,1.9258,10,"I know she called me"
1220,1.9258,4,"K..k..i'm also fine:)when will you complete the course?"
1223,1.9258,10,"Prakesh is there know."
1333,1.9258,10,"Good Morning plz call me sir"
1350,1.9258,4,"Nothing much, chillin at home. Any super bowl plan?"
1394,1.9258,4,"Thk shld b can... Ya, i wana go 4 lessons... Haha, can go for one whole stretch..."
1440,1.9258,4,"Arms fine, how's Cardiff and uni?"
1453,1.9258,4,"Ya! when are ü taking ure practical lessons? I start in june.."
1486,1.9258,10,"Sorry, I'll call later"
1506,1.9258,4,"Oh my God. I'm almost home"
1525,1.9258,4,"Yup ok thanx..."
1542,1.9258,10,"K come to nordstrom when you're done"
1555,1.9258,10,"Ok how you dear. Did you call chechi"
1560,1.9258,10,"Message from . I am at Truro Hospital on ext. You can phone me here. as I have a phone by my side"
1586,1.9258,10,"Sorry, I'll call later"
1590,1.9258,10,"At 4. Let's go to bill millers"
1660,1.9258,10,"RGENT! This is the 2nd attempt to contact U!U have WON £1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. max£7. 50"
1693,1.9258,10,"I don't know but I'm raping dudes at poker"
1770,1.9258,4,"How. Its a little difficult but its a simple way to enter this place"
1778,1.9258,10,"Call FREEPHONE 0800 542 0578 now!"
1832,1.9258,4,"That's the way you should stay oh."
1848,1.9258,10,"Its on in engalnd! But telly has decided it won't let me watch it and mia and elliot were kissing! Damn it!"
1860,1.9258,10,"Sir, i am waiting for your call."
1874,1.9258,10,"Oh ok i didnt know what you meant. Yep i am baby jontin"
1895,1.9258,10,"Good Morning plz call me sir"
1903,1.9258,10,"Sorry, I'll call later"
1937,1.9258,10,"Did either of you have any idea's? Do you know of anyplaces doing something?"
1968,1.9258,10,"What's a feathery bowa? Is that something guys have that I don't know about?"
1981,1.9258,10,"Shhhhh nobody is supposed to know!"
1982,1.9258,10,"Sorry, I'll call later"
1990,1.9258,10,"Sorry, I'll call later"
2052,1.9258,4,"Hi where you. You in home or calicut?"
2068,1.9258,10,"Then. You are eldest know."
2084,1.9258,10,"I'm done oredi..."
2098,1.9258,10,"I'm done..."
2124,1.9258,10,"Do you know when the result."
2193,1.9258,10,"Thankyou so much for the call. I appreciate your care."
2203,1.9258,4,"A boy was late 2 home. His father: ""POWER OF FRNDSHIP"""
2227,1.9258,4,"Alrite jod hows the revision goin? Keris bin doin a smidgin. N e way u wanna cum over after college?xx"
2228,1.9258,4,"If you have belive me. Come to my home."
2235,1.9258,10,"Good Morning plz call me sir"
2242,1.9258,10,"K I'll call you when I'm close"
2247,1.9258,4,"How did you find out in a way that didn't include all of these details"
2261,1.9258,10,"Ill call you evening ill some ideas."
2272,1.9258,10,"U know we watchin at lido?"
2281,1.9258,10,"Sorry, I'll call later in meeting"
2283,1.9258,10,"I hav almost reached. Call, i m unable to connect u."
2285,1.9258,4,"I reach home safe n sound liao..."
2320,1.9258,4,"On the way to office da.."
2370,1.9258,4,"If you r @ home then come down within 5 min"
2386,1.9258,10,"Sorry, I'll call later"
2388,1.9258,10,"No message..no responce..what happend?"
2448,1.9258,10,"Sorry, I'll call later"
2471,1.9258,4,"* Am on my way"
2477,1.9258,4,"Mm i am on the way to railway"
2501,1.9258,4,"Yup i've finished c ü there..."
2509,1.9258,4,"Yup..."
2519,1.9258,10,"Sorry, I'll call later"
2523,1.9258,10,"Sorry, I'll call later"
2525,1.9258,10,"Sorry, I'll call later"
2534,1.9258,4,"Yup ok..."
2536,1.9258,4,"Ok enjoy . R u there in home."
2553,1.9258,10,"I'm done. C ü there."
2559,1.9258,10,"This message is brought to you by GMW Ltd. and is not connected to the"
2565,1.9258,4,"K..k..i'm also fine:)when will you complete the course?"
2581,1.9258,10,"I dunno until when... Lets go learn pilates..."
2583,1.9258,4,"Yup i'm elaborating on the safety aspects and some other issues.."
2596,1.9258,10,"That‘s the thing with apes, u can fight to the death to keep something, but the minute they have it when u let go, thats it!"
2647,1.9258,10,"Sorry, I'll call later"
2806,1.9258,4,"Lil fever:) now fine:)"
2812,1.9258,10,"Mm so you asked me not to call radio"
2833,1.9258,4,"Thanx 4 sending me home..."
2852,1.9258,4,"She's fine. Good to hear from you. How are you my dear? Happy new year oh."
2900,1.9258,4,"If you r @ home then come down within 5 min"
2913,1.9258,10,"Sorry,in meeting I'll call later"
2925,1.9258,4,"Fine am simply sitting."
2928,1.9258,10,"Im done. Just studyn in library"
2945,1.9258,10,"No message..no responce..what happend?"
3023,1.9258,10,"Am in film ill call you later."
3035,1.9258,10,"Aight, lemme know what's up"
3135,1.9258,10,"So no messages. Had food?"
3151,1.9258,10,"Sorry,  in meeting I'll call you later"
3161,1.9258,10,"Are you up for the challenge? I know i am :)"
3179,1.9258,10,"In meeting da. I will call you"
3205,1.9258,4,"Haha... Yup hopefully  we will lose a few kg by mon. after hip hop can go orchard and weigh again"
3208,1.9258,4,"At home also."
3233,1.9258,4,"No plm i will come da. On the way."
3236,1.9258,4,"Yup ü not comin :-("
3314,1.9258,10,"I know you are serving. I mean what are you doing now."
3340,1.9258,4,"K, if u bored up just come to my home.."
3350,1.9258,10,"Sorry, I'll call later"
3364,1.9258,10,"No messages on her phone. I'm holding it now"
3367,1.9258,10,"Sorry, I'll call later"
3368,1.9258,10,"I am waiting for your call sir."
3372,1.9258,10,"Most of the tiime when i don't let you hug me it's so i don't break into tears."
3393,1.9258,10,"I'm in a meeting, call me later at"
3504,1.9258,4,"I will come to ur home now"
3535,1.9258,10,"Sorry, I'll call later"
3571,1.9258,4,"She's fine. Sends her greetings"
3595,1.9258,10,"Sorry, I'll call later"
3626,1.9258,10,"No message..no responce..what happend?"
3662,1.9258,4,"I will reach ur home in  &lt;#&gt;  minutes"
3698,1.9258,10,"I am in tirupur.  call you da."
3770,1.9258,10,"Where are you call me."
3805,1.9258,4,"Yup song bro. No creative. Neva test quality. He said check review online."
3811,1.9258,4,"At the funeral home with Audrey and dad"
3814,1.9258,4,"Yep then is fine 7.30 or 8.30 for ice age."
3871,1.9258,10,"No let me do the math. Your not good at it."
3876,1.9258,10,"No. Did you multimedia message them or e-mail?"
4007,1.9258,10,", ow u dey.i paid 60,400thousad.i told  u would call ."
4009,1.9258,4,"I'm reaching home in 5 min."
4042,1.9258,4,"I'm at home n ready..."
4088,1.9258,10,"Lemme know when you're here"
4102,1.9258,4,"I not at home now lei..."
4129,1.9258,10,"Sorry, I'll call later"
4132,1.9258,10,"And by when you're done I mean now"
4174,1.9258,10,"Sorry, I'll call later"
4185,1.9258,10,"Sorry, I'll call later in meeting"
4192,1.9258,10,"Sorry, I'll call later"
4195,1.9258,4,"Ok i'm coming home now."
4236,1.9258,4,"Now only i reached home. . . I am very tired now. . I will come tomorro"
4243,1.9258,4,"Detroit. The home of snow. Enjoy it."
4280,1.9258,4,"I've reached home finally..."
4284,1.9258,10,"U can call now..."
4406,1.9258,10,"Sorry, I'll call later  &lt;#&gt; mins"
4427,1.9258,10,"Just now saw your message.it k da:)"
4479,1.9258,10,"Oh :-)only 4 outside players allowed to play know"
4537,1.9258,4,"IM LATE TELLMISS IM ON MY WAY"
4546,1.9258,10,"when you and derek done with class?"
4559,1.9258,4,"I am in hospital da. . I will return home in evening"
4574,1.9258,10,"Omg how did u know what I ate?"
4621,1.9258,10,"Sorry, I'll call later In meeting."
4634,1.9258,10,"I'm in a meeting, call me later at"
4637,1.9258,4,"How come i din c ü... Yup i cut my hair..."
4667,1.9258,10,"Ok set let u noe e details later..."
4678,1.9258,10,"Ü ready then call me..."
4681,1.9258,4,"Sry da..jst nw only i came to home.."
4745,1.9258,4,"I am in hospital da. . I will return home in evening"
4784,1.9258,10,"Call me, i am senthil from hsbc."
4786,1.9258,4,"Indeed and by the way it was either or - not both !"
4813,1.9258,10,"E admin building there? I might b slightly earlier... I'll call u when i'm reaching..."
4815,1.9258,10,"i can call in  &lt;#&gt;  min if thats ok"
4829,1.9258,4,"Yup but it's not giving me problems now so mayb i'll jus leave it..."
4893,1.9258,4,"Its worse if if uses half way then stops. Its better for him to complete it."
4898,1.9258,10,"2 and half years i missed your friendship:-)"
4914,1.9258,4,"I am on the way to tirupur."
4927,1.9258,10,"Ok... Let u noe when i leave my house."
4964,1.9258,4,"Yup ok..."
4979,1.9258,4,"A boy was late 2 home. His father: ""POWER OF FRNDSHIP"""
4994,1.9258,4,"I'm hungry buy smth home..."
5063,1.9258,10,"Sorry, I'll call you  later. I am in meeting sir."
5101,1.9258,10,"Aight, call me once you're close"
5131,1.9258,4,"Any way where are you and what doing."
5192,1.9258,10,"Sorry, I'll call later"
5207,1.9258,4,"I will reach ur home in  &lt;#&gt;  minutes"
5219,1.9258,4,"I accidentally brought em home in the box"
5291,1.9258,10,"Dear where you. Call me"
5297,1.9258,4,"Are u coming to the funeral home"
5303,1.9258,10,"About  &lt;#&gt; bucks. The banks fees are fixed. Better to call the bank and find out."
5307,1.9258,4,"Ill be at yours in about 3 mins but look out for me"
5332,1.9258,10,"X course it 2yrs. Just so her messages on messenger lik you r sending me"
5350,1.9258,4,"I'm home..."
5352,1.9258,4,"Yup it's at paragon... I havent decided whether 2 cut yet... Hee..."
5424,1.9258,10,"Sorry, I'll call later"
5459,1.9258,10,"Sorry, I'll call later"
5472,1.9258,4,"Yup"
5482,1.9258,10,"Shall call now dear having food"
5559,1.9258,10,"Sorry, I'll call later"
883,1.9173,20,"see, i knew giving you a break a few times woul lead to you always wanting to miss curfew. I was gonna gibe you 'til one, but a MIDNIGHT movie is not gonna get out til after 2. You need to come home. You need to getsleep and, if anything, you need to b studdying ear training."
4906,1.9133,7,"no, i *didn't* mean to post it. I wrote it, and like so many other times i've ritten stuff to you, i let it sit there. it WAS what i was feeling at the time. I was angry. Before i left, i hit send, then stop. It wasn't there. I checked on my phone when i got to my car. It wasn't there. You said you didn't sleep, you were bored. So why wouldn't THAT be the time to clean, fold laundry, etc.? At least make the bed?"
156,1.8980,7,"You are everywhere dirt, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. But i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one."
255,1.8979,7,"Ups which is 3days also, and the shipping company that takes 2wks. The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff."
509,1.8977,4,"You should know now. So how's anthony. Are you bringing money. I've school fees to pay and rent and stuff like that. Thats why i need your help. A friend in need....|"
726,1.8977,4,"The world is running and i am still.maybe all are feeling the same,so be it.or i have to admit,i am mad.then where is the correction?or let me call this is life.and keep running with the world,may be u r also running.lets run."
2982,1.8977,10,"What u mean u almost done? Done wif sleeping? But i tot u going to take a nap.. Yup i send her liao so i'm picking her up at ard 4 smth lor.."
2224,1.8976,1,"Great. I was getting worried about you. Just know that a wonderful and caring person like you will have only the best in life. Know that u r wonderful and God's love is yours."
5501,1.8915,19,"Love has one law; Make happy the person you love. In the same way friendship has one law; Never make ur friend feel alone until you are alive.... Gud night"
2015,1.8915,14,"Great News! Call FREEFONE 08006344447 to claim your guaranteed £1000 CASH or £2000 gift. Speak to a live operator NOW!"
4949,1.8915,14,"Great News! Call FREEFONE 08006344447 to claim your guaranteed £1000 CASH or £2000 gift. Speak to a live operator NOW!"
375,1.8912,12,"I cant keep talking to people if am not sure i can pay them if they agree to price. So pls tell me what you want to really buy and how much you are willing to pay"
4002,1.8910,4,"This is the 2nd time we have tried to contact u. U have won the £400 prize. 2 claim is easy, just call 087104711148 NOW! Only 10p per minute. BT-national-rate"
5044,1.8906,4,"Jamster! To get your free wallpaper text HEART to 88888 now! T&C apply. 16 only. Need Help? Call 08701213186."
2091,1.8864,1,"No i'm not. I can't give you everything you want and need. You actually could do better for yourself on yor own--you've got more money than i do. I can't get work, i can't get a man, i can't pay the rent, i can't even fill my fucking gas tank. yes, i'm stressed and depressed. I didn't even call home for thanksgiving cuz i'll have to tell them i,m up to nothing."
173,1.8850,4,"Hmmm.. Thk sure got time to hop ard... Ya, can go 4 free abt... Muz call u to discuss liao..."
460,1.8850,15,"1.20 that call cost. Which i guess isnt bad. Miss ya, need ya, want ya, love ya"
464,1.8850,4,"UpgrdCentre Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9153. Offer ends 26th July. T&C's apply. Opt-out available"
798,1.8850,4,"Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9996. Offer ends 14thMarch. T&C's apply. Opt-out availa"
1336,1.8850,15,"Oh ! A half hour is much longer in Syria than Canada, eh ? Wow you must get SO much more work done in a day than us with all that extra time ! *grins*"
3165,1.8850,15,"This is the 2nd time we have tried to contact u. U have won the £1450 prize to claim just call 09053750005 b4 310303. T&Cs/stop SMS 08718725756. 140ppm"
3990,1.8850,10,"Hello. Sort of out in town already. That . So dont rush home, I am eating nachos. Will let you know eta."
2869,1.8849,1,"Mum, i've sent you many many messages since i got here. I just want to know that you are actually getting them. Do enjoy the rest of your day."
3561,1.8848,14,"URGENT! We are trying to contact U Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050000460 from land line. Claim J89. po box245c2150pm"
3792,1.8848,19,"I love you !!! You know? Can you feel it? Does it make your belly warm? I wish it does, my love ... I shall meet you in your dreams, Ahmad ... *adoring kiss*"
4590,1.8848,19,"I wanted to wish you a Happy New Year and I wanted to talk to you about some legal advice to do with when Gary and I split but in person. I'll make a trip to Ptbo for that. I hope everything is good with you babe and I love ya :)"
1614,1.8848,4,"RT-KIng Pro Video Club>> Need help? info@ringtoneking.co.uk or call 08701237397 You must be 16+ Club credits redeemable at www.ringtoneking.co.uk! Enjoy!"
1664,1.8848,4,"Hi if ur lookin 4 saucy daytime fun wiv busty married woman Am free all next week Chat now 2 sort time 09099726429 JANINExx Calls£1/minMobsmoreLKPOBOX177HP51FL"
2633,1.8848,4,"URGENT! Your mobile No 077xxx WON a £2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362206 ASAP! BOX97N7QP, 150ppm"
1774,1.8846,12,"Good afternoon sexy buns! How goes the job search ? I wake and you are my first thought as always, my love. I wish your fine and happy and know I adore you!"
99,1.8767,17,"Hi. Wk been ok - on hols now! Yes on for a bit of a run. Forgot that i have hairdressers appointment at four so need to get home n shower beforehand. Does that cause prob for u?"""
1366,1.8766,1,"Hey i will be really pretty late... You want to go for the lesson first? I will join you. I'm only reaching tp mrt"
467,1.8766,19,"great princess! I love giving and receiving oral. Doggy style is my fave position. How about you? I enjoy making love  &lt;#&gt;  times per night :)"
1173,1.8766,7,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!"
1823,1.8766,10,"I couldn't say no as he is a dying man and I feel sad for him so I will go and I just wanted you to know I would probably be gone late into your night"
4931,1.8766,7,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!"
191,1.8766,12,"I jus reached home. I go bathe first. But my sis using net tell u when she finishes k..."
458,1.8765,3,"LOOK AT AMY URE A BEAUTIFUL, INTELLIGENT WOMAN AND I LIKE U A LOT. I KNOW U DONT LIKE ME LIKE THAT SO DONT WORRY."
4272,1.8765,4,"Great. Hope you are using your connections from mode men also cos you can never know why old friends can lead you to today"
4861,1.8764,8,"Hey, a guy I know is breathing down my neck to get him some bud, anyway you'd be able to get a half track to usf tonight?"
835,1.8763,15,"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy! This is the message i sent days ago"
1688,1.8763,14,"todays vodafone numbers ending with 0089(my last four digits) are selected to received a £350 award. If your number matches please call 09063442151 to claim your £350 award"
2253,1.8763,19,"hope things went well at 'doctors' ;) reminds me i still need 2go.did u c d little thing i left in the lounge?"
5485,1.8763,4,", ,  and  picking them up from various points | going 2 yeovil | and they will do the motor project 4 3 hours | and then u take them home. || 12 2 5.30 max. || Very easy"
4062,1.8763,17,"This weeks SavaMob member offers are now accessible. Just call 08709501522 for details! SavaMob, POBOX 139, LA3 2WU. Only £1.50/week. SavaMob - offers mobile!"
4853,1.8763,7,"Gain the rights of a wife.dont demand it.i am trying as husband too.Lets see"
526,1.8762,4,"URGENT!: Your Mobile No. was awarded a £2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9755 BOX95QU"
1464,1.8762,4,"09066362231 URGENT! Your mobile No 07xxxxxxxxx won a £2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP!"
2065,1.8762,4,"URGENT! Your mobile No *********** WON a £2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362220 ASAP! BOX97N7QP, 150ppm"
2208,1.8762,4,"URGENT! Your mobile No 07xxxxxxxxx won a £2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP! BOX97N7QP, 150PPM"
2329,1.8762,4,"URGENT! Your mobile number *************** WON a £2000 Bonus Caller prize on 10/06/03! This is the 2nd attempt to reach you! Call 09066368753 ASAP! Box 97N7QP, 150ppm"
4697,1.8762,4,"URGENT! Your Mobile No 07808726822 was awarded a £2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9758 BOX95QU"
5006,1.8762,1,"There's someone here that has a year  &lt;#&gt;  toyota camry like mr olayiwola's own. Mileage is  &lt;#&gt; k.its clean but i need to know how much will it sell for. If i can raise the dough for it how soon after landing will it sell. Holla back."
5545,1.8762,4,"I'm taking derek &amp; taylor to walmart, if I'm not back by the time you're done just leave the mouse on my desk and I'll text you when priscilla's ready"
805,1.8680,4,"You have won a guaranteed £200 award or even £1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP. RG21 4JX"
1964,1.8680,4,"it to 80488. Your 500 free text messages are valid until 31 December 2005."
1971,1.8680,4,"You have won a guaranteed £200 award or even £1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP"
4653,1.8680,4,"A £400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a £400 reward. Just call 09066380611"
5367,1.8680,4,"A £400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a £400 reward. Just call 09066380611"
3277,1.8679,4,"Hurry home u big butt. Hang up on your last caller if u have to. Food is done and I'm starving. Don't ask what I cooked."
3833,1.8679,8,"Let's pool our money together and buy a bunch of lotto tickets. If we win I get &lt;#&gt; % u get &lt;#&gt; %. Deal?"
4119,1.8678,4,"Sure thing big man. i have hockey elections at 6, shouldn‘t go on longer than an hour though"
180,1.8677,10,"Text her. If she doesnt reply let me know so i can have her log in"
227,1.8677,1,"Would really appreciate if you call me. Just need someone to talk to."
1375,1.8677,10,"Bears Pic Nick, and Tom, Pete and ... Dick. In fact, all types try gay chat with photo upload call 08718730666 (10p/min). 2 stop texts call 08712460324"
3693,1.8677,10,"Sir, i am waiting for your call, once free please call me."
4952,1.8677,4,"Hi its me you are probably having too much fun to get this message but i thought id txt u cos im bored! and james has been farting at me all night"
92,1.8676,1,"Sorry to be a pain. Is it ok if we meet another night? I spent late afternoon in casualty and that means i haven't done any of y stuff42moro and that includes all my time sheets and that. Sorry."
257,1.8676,4,"Don't necessarily expect it to be done before you get back though because I'm just now headin out"
727,1.8676,1,"Got it! It looks scrumptious... daddy wants to eat you all night long!"
2249,1.8676,19,"Back 2 work 2morro half term over! Can U C me 2nite 4 some sexy passion B4 I have 2 go back? Chat NOW 09099726481 Luv DENA Calls £1/minMobsmoreLKPOBOX177HP51FL"
